VehicleType,Country,Year,Percentage
TRN_BUS_TOT_AVD,HR,2010,16.3
TRN_BUS_TOT_AVD,HU,2010,31.4
TRN_BUS_TOT_AVD,IE,2010,17.4
TRN_BUS_TOT_AVD,IS,2010,11.4
TRN_BUS_TOT_AVD,IT,2010,18.3
TRN_BUS_TOT_AVD,LT,2010,8.3
TRN_BUS_TOT_AVD,LU,2010,16.5
TRN_BUS_TOT_AVD,LV,2010,21.8
TRN_BUS_TOT_AVD,ME,2010,4
TRN_BUS_TOT_AVD,MK,2010,25.4
TRN_BUS_TOT_AVD,MT,2010,18.5
TRN_BUS_TOT_AVD,NL,2010,13.1
TRN_BUS_TOT_AVD,NO,2010,11.7
TRN_BUS_TOT_AVD,PL,2010,23.9
TRN_BUS_TOT_AVD,PT,2010,10.9
TRN_BUS_TOT_AVD,RO,2010,22
TRN_BUS_TOT_AVD,RS,2010,14.5
TRN_BUS_TOT_AVD,SE,2010,16.0
TRN_BUS_TOT_AVD,SI,2010,13.2
TRN_BUS_TOT_AVD,SK,2010,22
TRN_BUS_TOT_AVD,TR,2010,40.7
TRN_BUS_TOT_AVD,UK,2010,13.7
BUS_TOT,AT,2009,9.1
BUS_TOT,BE,2009,13.0
BUS_TOT,BG,2009,16.8
BUS_TOT,CH,2009,5.1
BUS_TOT,CY,2009,17.6
BUS_TOT,CZ,2009,16.9
BUS_TOT,DE,2009,6.1
BUS_TOT,DK,2009,10.4
BUS_TOT,EE,2009,16.4
BUS_TOT,EL,2009,16.9
BUS_TOT,ES,2009,13.3
BUS_TOT,EU27_2020,2009,9.7
BUS_TOT,EU28,2009,9.2
BUS_TOT,FI,2009,10.0
BUS_TOT,FR,2009,5.2
BUS_TOT,HR,2009,10.7
BUS_TOT,HU,2009,20.7
BUS_TOT,IE,2009,15
BUS_TOT,IS,2009,11.4
BUS_TOT,IT,2009,11.7
BUS_TOT,LT,2009,7.1
BUS_TOT,LU,2009,11.4
BUS_TOT,LV,2009,15.1
BUS_TOT,ME,2009,
BUS_TOT,MK,2009,21.6
BUS_TOT,MT,2009,18.1
BUS_TOT,NL,2009,3.5
BUS_TOT,NO,2009,6.7
BUS_TOT,PL,2009,17.9
BUS_TOT,PT,2009,6.2
BUS_TOT,RO,2009,13.6
BUS_TOT,RS,2009,
BUS_TOT,SE,2009,6.6
BUS_TOT,SI,2009,10.7
BUS_TOT,SK,2009,15.8
BUS_TOT,TR,2009,40.6
BUS_TOT,UK,2009,6
CAR,AT,2009,79.7
CAR,BE,2009,79.5
CAR,BG,2009,79.5
CAR,CH,2009,77.5
CAR,CY,2009,82.4
CAR,CZ,2009,76.2
CAR,DE,2009,86.0
CAR,DK,2009,80.1
CAR,EE,2009,81.6
CAR,EL,2009,81.9
CAR,ES,2009,81.4
CAR,EU27_2020,2009,83.2
CAR,EU28,2009,83.7
CAR,FI,2009,84.9
CAR,FR,2009,85.4
CAR,HR,2009,83.6
CAR,HU,2009,69.1
CAR,IE,2009,82.1
CAR,IS,2009,88.6
CAR,IT,2009,82.8
CAR,LT,2009,92.3
CAR,LU,2009,84.3
CAR,LV,2009,80.2
CAR,ME,2009,
CAR,MK,2009,75.6
CAR,MT,2009,81.9
CAR,NL,2009,87.3
CAR,NO,2009,88.6
CAR,PL,2009,74.7
CAR,PT,2009,89.4
CAR,RO,2009,80
CAR,RS,2009,
CAR,SE,2009,84.5
CAR,SI,2009,86.7
CAR,SK,2009,77.6
CAR,TR,2009,56.9
CAR,UK,2009,87
TRN,AT,2009,11.2
TRN,BE,2009,7.5
TRN,BG,2009,3.7
TRN,CH,2009,17.4
TRN,CZ,2009,6.8
TRN,DE,2009,7.9
TRN,DK,2009,9.5
TRN,EE,2009,1.9
TRN,EL,2009,1.2
TRN,ES,2009,5.4
TRN,EU27_2020,2009,7.1
TRN,EU28,2009,7.1
TRN,FI,2009,5.1
TRN,FR,2009,9.4
TRN,HR,2009,5.6
TRN,HU,2009,10.2
TRN,IE,2009,2.8
TRN,IT,2009,5.5
TRN,LT,2009,0.6
TRN,LU,2009,4.3
TRN,LV,2009,4.7
TRN,ME,2009,
TRN,MK,2009,2.8
TRN,NL,2009,9.2
TRN,NO,2009,4.7
TRN,PL,2009,7.4
TRN,PT,2009,4.4
TRN,RO,2009,6.5
TRN,RS,2009,
TRN,SE,2009,8.8
TRN,SI,2009,2.6
TRN,SK,2009,6.6
TRN,TR,2009,2.5
TRN,UK,2009,6.9
TRN_BUS_TOT_AVD,AT,2009,20.3
TRN_BUS_TOT_AVD,BE,2009,20.5
TRN_BUS_TOT_AVD,BG,2009,20.5
TRN_BUS_TOT_AVD,CH,2009,22.5
TRN_BUS_TOT_AVD,CY,2009,17.6
TRN_BUS_TOT_AVD,CZ,2009,23.8
TRN_BUS_TOT_AVD,DE,2009,14.0
TRN_BUS_TOT_AVD,DK,2009,19.9
TRN_BUS_TOT_AVD,EE,2009,18.4
TRN_BUS_TOT_AVD,EL,2009,18.1
TRN_BUS_TOT_AVD,ES,2009,18.6
TRN_BUS_TOT_AVD,EU27_2020,2009,16.8
TRN_BUS_TOT_AVD,EU28,2009,16.3
TRN_BUS_TOT_AVD,FI,2009,15.1
TRN_BUS_TOT_AVD,FR,2009,14.6
TRN_BUS_TOT_AVD,HR,2009,16.4
TRN_BUS_TOT_AVD,HU,2009,30.9
TRN_BUS_TOT_AVD,IE,2009,17.9
TRN_BUS_TOT_AVD,IS,2009,11.4
TRN_BUS_TOT_AVD,IT,2009,17.2
TRN_BUS_TOT_AVD,LT,2009,7.7
TRN_BUS_TOT_AVD,LU,2009,15.7
TRN_BUS_TOT_AVD,LV,2009,19.8
TRN_BUS_TOT_AVD,ME,2009,
TRN_BUS_TOT_AVD,MK,2009,24.4
TRN_BUS_TOT_AVD,MT,2009,18.1
TRN_BUS_TOT_AVD,NL,2009,12.7
TRN_BUS_TOT_AVD,NO,2009,11.4
TRN_BUS_TOT_AVD,PL,2009,25.3
TRN_BUS_TOT_AVD,PT,2009,10.6
TRN_BUS_TOT_AVD,RO,2009,20
TRN_BUS_TOT_AVD,RS,2009,
TRN_BUS_TOT_AVD,SE,2009,15.5
TRN_BUS_TOT_AVD,SI,2009,13.3
TRN_BUS_TOT_AVD,SK,2009,22.4
TRN_BUS_TOT_AVD,TR,2009,43.1
TRN_BUS_TOT_AVD,UK,2009,13
BUS_TOT,AT,2008,10
BUS_TOT,BE,2008,13.0
BUS_TOT,BG,2008,20.8
BUS_TOT,CH,2008,5.2
BUS_TOT,CY,2008,18.8
BUS_TOT,CZ,2008,16.9
BUS_TOT,DE,2008,6.3
BUS_TOT,DK,2008,10.5
BUS_TOT,EE,2008,18.5
BUS_TOT,EL,2008,17.9
BUS_TOT,ES,2008,14.3
BUS_TOT,EU27_2020,2008,10.4
BUS_TOT,EU28,2008,9.8
BUS_TOT,FI,2008,10.1
BUS_TOT,FR,2008,5.7
BUS_TOT,HR,2008,12.5
BUS_TOT,HU,2008,22.1
BUS_TOT,IE,2008,14.4
BUS_TOT,IS,2008,11.4
BUS_TOT,IT,2008,12.4
BUS_TOT,LT,2008,8.2
BUS_TOT,LU,2008,11.4
BUS_TOT,LV,2008,16.1
BUS_TOT,ME,2008,
BUS_TOT,MK,2008,22.1
BUS_TOT,MT,2008,19.2
BUS_TOT,NL,2008,3.5
BUS_TOT,NO,2008,6.7
BUS_TOT,PL,2008,19.9
BUS_TOT,PT,2008,6.4
BUS_TOT,RO,2008,15.2
BUS_TOT,RS,2008,
BUS_TOT,SE,2008,6.7
BUS_TOT,SI,2008,10.9
BUS_TOT,SK,2008,20.6
BUS_TOT,TR,2008,41.3
BUS_TOT,UK,2008,5.9
CAR,AT,2008,78.8
CAR,BE,2008,79.6
CAR,BG,2008,75.1
CAR,CH,2008,77.8
CAR,CY,2008,81.2
CAR,CZ,2008,76.0
CAR,DE,2008,85.6
CAR,DK,2008,79.8
CAR,EE,2008,79.4
CAR,EL,2008,80.8
CAR,ES,2008,80.3
CAR,EU27_2020,2008,82.2
CAR,EU28,2008,82.9
CAR,FI,2008,84.5
CAR,FR,2008,84.2
CAR,HR,2008,82.2
CAR,HU,2008,67.5
CAR,IE,2008,82.3
CAR,IS,2008,88.6
CAR,IT,2008,81.7
CAR,LT,2008,91.2
CAR,LU,2008,84.2
CAR,LV,2008,78.7
CAR,ME,2008,
CAR,MK,2008,75.2
CAR,MT,2008,80.8
CAR,NL,2008,87.3
CAR,NO,2008,88.5
CAR,PL,2008,71.9
CAR,PT,2008,89.2
CAR,RO,2008,77.2
CAR,RS,2008,
CAR,SE,2008,84.6
CAR,SI,2008,86.4
CAR,SK,2008,73
CAR,TR,2008,56.3
CAR,UK,2008,87.2
TRN,AT,2008,11.1
TRN,BE,2008,7.5
TRN,BG,2008,4
TRN,CH,2008,17.1
TRN,CZ,2008,7.1
TRN,DE,2008,8.1
TRN,DK,2008,9.7
TRN,EE,2008,2.1
TRN,EL,2008,1.3
TRN,ES,2008,5.5
TRN,EU27_2020,2008,7.4
TRN,EU28,2008,7.4
TRN,FI,2008,5.4
TRN,FR,2008,10.1
TRN,HR,2008,5.4
TRN,HU,2008,10.4
TRN,IE,2008,3.3
TRN,IT,2008,6
TRN,LT,2008,0.6
TRN,LU,2008,4.3
TRN,LV,2008,5.2
TRN,ME,2008,
TRN,MK,2008,2.6
TRN,NL,2008,9.2
TRN,NO,2008,4.8
TRN,PL,2008,8.2
TRN,PT,2008,4.3
TRN,RO,2008,7.6
TRN,RS,2008,
TRN,SE,2008,8.7
TRN,SI,2008,2.7
TRN,SK,2008,6.4
TRN,TR,2008,2.4
TRN,UK,2008,6.9
TRN_BUS_TOT_AVD,AT,2008,21.2
TRN_BUS_TOT_AVD,BE,2008,20.4
TRN_BUS_TOT_AVD,BG,2008,24.9
TRN_BUS_TOT_AVD,CH,2008,22.2
TRN_BUS_TOT_AVD,CY,2008,18.8
TRN_BUS_TOT_AVD,CZ,2008,24.0
TRN_BUS_TOT_AVD,DE,2008,14.4
TRN_BUS_TOT_AVD,DK,2008,20.2
TRN_BUS_TOT_AVD,EE,2008,20.6
TRN_BUS_TOT_AVD,EL,2008,19.2
TRN_BUS_TOT_AVD,ES,2008,19.7
TRN_BUS_TOT_AVD,EU27_2020,2008,17.8
TRN_BUS_TOT_AVD,EU28,2008,17.1
TRN_BUS_TOT_AVD,FI,2008,15.5
TRN_BUS_TOT_AVD,FR,2008,15.8
TRN_BUS_TOT_AVD,HR,2008,17.8
TRN_BUS_TOT_AVD,HU,2008,32.5
TRN_BUS_TOT_AVD,IE,2008,17.7
TRN_BUS_TOT_AVD,IS,2008,11.4
TRN_BUS_TOT_AVD,IT,2008,18.3
TRN_BUS_TOT_AVD,LT,2008,8.8
TRN_BUS_TOT_AVD,LU,2008,15.8
TRN_BUS_TOT_AVD,LV,2008,21.3
TRN_BUS_TOT_AVD,ME,2008,
TRN_BUS_TOT_AVD,MK,2008,24.8
TRN_BUS_TOT_AVD,MT,2008,19.2
TRN_BUS_TOT_AVD,NL,2008,12.7
TRN_BUS_TOT_AVD,NO,2008,11.5
TRN_BUS_TOT_AVD,PL,2008,28.1
TRN_BUS_TOT_AVD,PT,2008,10.8
TRN_BUS_TOT_AVD,RO,2008,22.8
TRN_BUS_TOT_AVD,RS,2008,
TRN_BUS_TOT_AVD,SE,2008,15.4
TRN_BUS_TOT_AVD,SI,2008,13.6
TRN_BUS_TOT_AVD,SK,2008,27
TRN_BUS_TOT_AVD,TR,2008,43.7
TRN_BUS_TOT_AVD,UK,2008,12.8
BUS_TOT,AT,2007,10.6
BUS_TOT,BE,2007,14.1
BUS_TOT,BG,2007,21.8
BUS_TOT,CH,2007,5.5
BUS_TOT,CY,2007,19.7
BUS_TOT,CZ,2007,17.0
BUS_TOT,DE,2007,6.5
BUS_TOT,DK,2007,10.7
BUS_TOT,EE,2007,20.7
BUS_TOT,EL,2007,18.5
BUS_TOT,ES,2007,14.0
BUS_TOT,EU27_2020,2007,10.4
BUS_TOT,EU28,2007,9.8
BUS_TOT,FI,2007,10.0
BUS_TOT,FR,2007,5.5
BUS_TOT,HR,2007,12.1
BUS_TOT,HU,2007,21.5
BUS_TOT,IE,2007,14.2
BUS_TOT,IS,2007,11.4
BUS_TOT,IT,2007,12.4
BUS_TOT,LT,2007,8.4
BUS_TOT,LU,2007,11.1
BUS_TOT,LV,2007,15.7
BUS_TOT,ME,2007,
BUS_TOT,MK,2007,20.1
BUS_TOT,MT,2007,19.4
BUS_TOT,NL,2007,3.4
BUS_TOT,NO,2007,6.7
BUS_TOT,PL,2007,20.8
BUS_TOT,PT,2007,6.5
BUS_TOT,RO,2007,14
BUS_TOT,RS,2007,
BUS_TOT,SE,2007,6.8
BUS_TOT,SI,2007,11.4
BUS_TOT,SK,2007,22.0
BUS_TOT,TR,2007,42.4
BUS_TOT,UK,2007,5.5
CAR,AT,2007,79.3
CAR,BE,2007,78.8
CAR,BG,2007,73.8
CAR,CH,2007,77.4
CAR,CY,2007,80.3
CAR,CZ,2007,75.7
CAR,DE,2007,85.7
CAR,DK,2007,79.6
CAR,EE,2007,77.2
CAR,EL,2007,79.9
CAR,ES,2007,81.0
CAR,EU27_2020,2007,82.3
CAR,EU28,2007,83.1
CAR,FI,2007,84.9
CAR,FR,2007,84.9
CAR,HR,2007,82.9
CAR,HU,2007,67.6
CAR,IE,2007,82.3
CAR,IS,2007,88.6
CAR,IT,2007,81.6
CAR,LT,2007,91.0
CAR,LU,2007,84.9
CAR,LV,2007,79.4
CAR,ME,2007,
CAR,MK,2007,77.8
CAR,MT,2007,80.6
CAR,NL,2007,87.1
CAR,NO,2007,88.7
CAR,PL,2007,70.7
CAR,PT,2007,89.4
CAR,RO,2007,77.5
CAR,RS,2007,
CAR,SE,2007,85.2
CAR,SI,2007,86.0
CAR,SK,2007,72.0
CAR,TR,2007,54.9
CAR,UK,2007,87.9
TRN,AT,2007,10.1
TRN,BE,2007,7.1
TRN,BG,2007,4.4
TRN,CH,2007,17
TRN,CZ,2007,7.3
TRN,DE,2007,7.8
TRN,DK,2007,9.7
TRN,EE,2007,2.1
TRN,EL,2007,1.6
TRN,ES,2007,5
TRN,EU27_2020,2007,7.2
TRN,EU28,2007,7.1
TRN,FI,2007,5
TRN,FR,2007,9.6
TRN,HR,2007,5
TRN,HU,2007,11
TRN,IE,2007,3.4
TRN,IT,2007,6
TRN,LT,2007,0.6
TRN,LU,2007,4.1
TRN,LV,2007,4.9
TRN,ME,2007,
TRN,MK,2007,2.1
TRN,NL,2007,9.6
TRN,NO,2007,4.6
TRN,PL,2007,8.5
TRN,PT,2007,4.1
TRN,RO,2007,8.6
TRN,RS,2007,
TRN,SE,2007,8
TRN,SI,2007,2.6
TRN,SK,2007,6
TRN,TR,2007,2.7
TRN,UK,2007,6.6
TRN_BUS_TOT_AVD,AT,2007,20.7
TRN_BUS_TOT_AVD,BE,2007,21.2
TRN_BUS_TOT_AVD,BG,2007,26.2
TRN_BUS_TOT_AVD,CH,2007,22.6
TRN_BUS_TOT_AVD,CY,2007,19.7
TRN_BUS_TOT_AVD,CZ,2007,24.3
TRN_BUS_TOT_AVD,DE,2007,14.3
TRN_BUS_TOT_AVD,DK,2007,20.4
TRN_BUS_TOT_AVD,EE,2007,22.8
TRN_BUS_TOT_AVD,EL,2007,20.1
TRN_BUS_TOT_AVD,ES,2007,19.0
TRN_BUS_TOT_AVD,EU27_2020,2007,17.7
TRN_BUS_TOT_AVD,EU28,2007,16.9
TRN_BUS_TOT_AVD,FI,2007,15.1
TRN_BUS_TOT_AVD,FR,2007,15.1
TRN_BUS_TOT_AVD,HR,2007,17.1
TRN_BUS_TOT_AVD,HU,2007,32.4
TRN_BUS_TOT_AVD,IE,2007,17.7
TRN_BUS_TOT_AVD,IS,2007,11.4
TRN_BUS_TOT_AVD,IT,2007,18.4
TRN_BUS_TOT_AVD,LT,2007,9.0
TRN_BUS_TOT_AVD,LU,2007,15.1
TRN_BUS_TOT_AVD,LV,2007,20.6
TRN_BUS_TOT_AVD,ME,2007,
TRN_BUS_TOT_AVD,MK,2007,22.2
TRN_BUS_TOT_AVD,MT,2007,19.4
TRN_BUS_TOT_AVD,NL,2007,12.9
TRN_BUS_TOT_AVD,NO,2007,11.3
TRN_BUS_TOT_AVD,PL,2007,29.3
TRN_BUS_TOT_AVD,PT,2007,10.6
TRN_BUS_TOT_AVD,RO,2007,22.5
TRN_BUS_TOT_AVD,RS,2007,
TRN_BUS_TOT_AVD,SE,2007,14.8
TRN_BUS_TOT_AVD,SI,2007,14.0
TRN_BUS_TOT_AVD,SK,2007,28.0
TRN_BUS_TOT_AVD,TR,2007,45.1
TRN_BUS_TOT_AVD,UK,2007,12.1
BUS_TOT,AT,2006,10.6
BUS_TOT,BE,2006,13.9
BUS_TOT,BG,2006,22.7
BUS_TOT,CH,2006,5.6
BUS_TOT,CY,2006,20.4
BUS_TOT,CZ,2006,17.3
BUS_TOT,DE,2006,6.6
BUS_TOT,DK,2006,11.2
BUS_TOT,EE,2006,19.9
BUS_TOT,EL,2006,19.2
BUS_TOT,ES,2006,12.0
BUS_TOT,EU27_2020,2006,10.2
BUS_TOT,EU28,2006,9.6
BUS_TOT,FI,2006,10.3
BUS_TOT,FR,2006,5.3
BUS_TOT,HR,2006,11.8
BUS_TOT,HU,2006,22.5
BUS_TOT,IE,2006,14.4
BUS_TOT,IS,2006,11.4
BUS_TOT,IT,2006,12.4
BUS_TOT,LT,2006,8.0
BUS_TOT,LU,2006,10.8
BUS_TOT,LV,2006,18
BUS_TOT,ME,2006,
BUS_TOT,MK,2006,17.8
BUS_TOT,MT,2006,19.6
BUS_TOT,NL,2006,3.5
BUS_TOT,NO,2006,6.9
BUS_TOT,PL,2006,17
BUS_TOT,PT,2006,6.3
BUS_TOT,RO,2006,14
BUS_TOT,RS,2006,
BUS_TOT,SE,2006,7.0
BUS_TOT,SI,2006,11.7
BUS_TOT,SK,2006,23.3
BUS_TOT,TR,2006,43.4
BUS_TOT,UK,2006,5.5
CAR,AT,2006,79.5
CAR,BE,2006,79.2
CAR,BG,2006,72.6
CAR,CH,2006,77.9
CAR,CY,2006,79.6
CAR,CZ,2006,75.2
CAR,DE,2006,85.6
CAR,DK,2006,79.1
CAR,EE,2006,78.0
CAR,EL,2006,79.2
CAR,ES,2006,82.8
CAR,EU27_2020,2006,82.6
CAR,EU28,2006,83.4
CAR,FI,2006,84.9
CAR,FR,2006,85.3
CAR,HR,2006,83.7
CAR,HU,2006,65.6
CAR,IE,2006,82.3
CAR,IS,2006,88.6
CAR,IT,2006,81.5
CAR,LT,2006,91.4
CAR,LU,2006,85.3
CAR,LV,2006,76.6
CAR,ME,2006,
CAR,MK,2006,80.4
CAR,MT,2006,80.4
CAR,NL,2006,87.2
CAR,NO,2006,88.6
CAR,PL,2006,76.6
CAR,PT,2006,89.6
CAR,RO,2006,76.4
CAR,RS,2006,
CAR,SE,2006,85.4
CAR,SI,2006,85.6
CAR,SK,2006,70.7
CAR,TR,2006,53.9
CAR,UK,2006,88.3
TRN,AT,2006,10
TRN,BE,2006,6.9
TRN,BG,2006,4.7
TRN,CH,2006,16.5
TRN,CZ,2006,7.5
TRN,DE,2006,7.8
TRN,DK,2006,9.7
TRN,EE,2006,2
TRN,EL,2006,1.6
TRN,ES,2006,5.2
TRN,EU27_2020,2006,7.1
TRN,EU28,2006,7
TRN,FI,2006,4.8
TRN,FR,2006,9.4
TRN,HR,2006,4.4
TRN,HU,2006,11.9
TRN,IE,2006,3.3
TRN,IT,2006,6.1
TRN,LT,2006,0.6
TRN,LU,2006,3.9
TRN,LV,2006,5.4
TRN,ME,2006,
TRN,MK,2006,1.8
TRN,NL,2006,9.4
TRN,NO,2006,4.6
TRN,PL,2006,6.4
TRN,PT,2006,4
TRN,RO,2006,9.6
TRN,RS,2006,
TRN,SE,2006,7.7
TRN,SI,2006,2.7
TRN,SK,2006,5.9
TRN,TR,2006,2.6
TRN,UK,2006,6.2
TRN_BUS_TOT_AVD,AT,2006,20.5
TRN_BUS_TOT_AVD,BE,2006,20.8
TRN_BUS_TOT_AVD,BG,2006,27.4
TRN_BUS_TOT_AVD,CH,2006,22.1
TRN_BUS_TOT_AVD,CY,2006,20.4
TRN_BUS_TOT_AVD,CZ,2006,24.8
TRN_BUS_TOT_AVD,DE,2006,14.4
TRN_BUS_TOT_AVD,DK,2006,20.9
TRN_BUS_TOT_AVD,EE,2006,22.0
TRN_BUS_TOT_AVD,EL,2006,20.8
TRN_BUS_TOT_AVD,ES,2006,17.2
TRN_BUS_TOT_AVD,EU27_2020,2006,17.4
TRN_BUS_TOT_AVD,EU28,2006,16.6
TRN_BUS_TOT_AVD,FI,2006,15.1
TRN_BUS_TOT_AVD,FR,2006,14.7
TRN_BUS_TOT_AVD,HR,2006,16.3
TRN_BUS_TOT_AVD,HU,2006,34.4
TRN_BUS_TOT_AVD,IE,2006,17.7
TRN_BUS_TOT_AVD,IS,2006,11.4
TRN_BUS_TOT_AVD,IT,2006,18.5
TRN_BUS_TOT_AVD,LT,2006,8.6
TRN_BUS_TOT_AVD,LU,2006,14.7
TRN_BUS_TOT_AVD,LV,2006,23.4
TRN_BUS_TOT_AVD,ME,2006,
TRN_BUS_TOT_AVD,MK,2006,19.6
TRN_BUS_TOT_AVD,MT,2006,19.6
TRN_BUS_TOT_AVD,NL,2006,12.8
TRN_BUS_TOT_AVD,NO,2006,11.4
TRN_BUS_TOT_AVD,PL,2006,23.4
TRN_BUS_TOT_AVD,PT,2006,10.4
TRN_BUS_TOT_AVD,RO,2006,23.6
TRN_BUS_TOT_AVD,RS,2006,
TRN_BUS_TOT_AVD,SE,2006,14.6
TRN_BUS_TOT_AVD,SI,2006,14.4
TRN_BUS_TOT_AVD,SK,2006,29.3
TRN_BUS_TOT_AVD,TR,2006,46.1
TRN_BUS_TOT_AVD,UK,2006,11.7
BUS_TOT,AT,2005,10.4
BUS_TOT,BE,2005,13.6
BUS_TOT,BG,2005,24.3
BUS_TOT,CH,2005,5.3
BUS_TOT,CY,2005,20.8
BUS_TOT,CZ,2005,17.2
BUS_TOT,DE,2005,6.7
BUS_TOT,DK,2005,11.4
BUS_TOT,EE,2005,22.4
BUS_TOT,EL,2005,20
BUS_TOT,ES,2005,12.9
BUS_TOT,EU27_2020,2005,10.4
BUS_TOT,EU28,2005,9.8
BUS_TOT,FI,2005,10.3
BUS_TOT,FR,2005,5.2
BUS_TOT,HR,2005,11.9
BUS_TOT,HU,2005,23.2
BUS_TOT,IE,2005,14.6
BUS_TOT,IS,2005,11.4
BUS_TOT,IT,2005,12.2
BUS_TOT,LT,2005,9.5
BUS_TOT,LU,2005,10.9
BUS_TOT,LV,2005,21.1
BUS_TOT,ME,2005,
BUS_TOT,MK,2005,19.1
BUS_TOT,MT,2005,19.7
BUS_TOT,NL,2005,3.8
BUS_TOT,NO,2005,7.1
BUS_TOT,PL,2005,18.6
BUS_TOT,PT,2005,6.7
BUS_TOT,RO,2005,14.6
BUS_TOT,RS,2005,
BUS_TOT,SE,2005,7.0
BUS_TOT,SI,2005,11.6
BUS_TOT,SK,2005,24.8
BUS_TOT,TR,2005,45
BUS_TOT,UK,2005,5.8
CAR,AT,2005,79.8
CAR,BE,2005,79.8
CAR,BG,2005,70.9
CAR,CH,2005,78.4
CAR,CY,2005,79.2
CAR,CZ,2005,75.5
CAR,DE,2005,85.8
CAR,DK,2005,79.1
CAR,EE,2005,75.7
CAR,EL,2005,78.3
CAR,ES,2005,82.0
CAR,EU27_2020,2005,82.6
CAR,EU28,2005,83.4
CAR,FI,2005,84.9
CAR,FR,2005,85.8
CAR,HR,2005,83.8
CAR,HU,2005,64.2
CAR,IE,2005,82.1
CAR,IS,2005,88.6
CAR,IT,2005,81.8
CAR,LT,2005,89.8
CAR,LU,2005,85.5
CAR,LV,2005,73.5
CAR,ME,2005,
CAR,MK,2005,79.2
CAR,MT,2005,80.3
CAR,NL,2005,87.3
CAR,NO,2005,88.5
CAR,PL,2005,74.6
CAR,PT,2005,89.3
CAR,RO,2005,75.5
CAR,RS,2005,
CAR,SE,2005,85.9
CAR,SI,2005,85.6
CAR,SK,2005,69.4
CAR,TR,2005,52.3
CAR,UK,2005,88.3
TRN,AT,2005,9.8
TRN,BE,2005,6.6
TRN,BG,2005,4.8
TRN,CH,2005,16.3
TRN,CZ,2005,7.3
TRN,DE,2005,7.5
TRN,DK,2005,9.5
TRN,EE,2005,1.9
TRN,EL,2005,1.7
TRN,ES,2005,5.1
TRN,EU27_2020,2005,7
TRN,EU28,2005,6.9
TRN,FI,2005,4.8
TRN,FR,2005,9.1
TRN,HR,2005,4.3
TRN,HU,2005,12.6
TRN,IE,2005,3.3
TRN,IT,2005,6
TRN,LT,2005,0.7
TRN,LU,2005,3.6
TRN,LV,2005,5.4
TRN,ME,2005,
TRN,MK,2005,1.7
TRN,NL,2005,8.9
TRN,NO,2005,4.5
TRN,PL,2005,6.8
TRN,PT,2005,4
TRN,RO,2005,9.9
TRN,RS,2005,
TRN,SE,2005,7.1
TRN,SI,2005,2.7
TRN,SK,2005,5.9
TRN,TR,2005,2.6
TRN,UK,2005,5.9
TRN_BUS_TOT_AVD,AT,2005,20.2
TRN_BUS_TOT_AVD,BE,2005,20.2
TRN_BUS_TOT_AVD,BG,2005,29.1
TRN_BUS_TOT_AVD,CH,2005,21.6
TRN_BUS_TOT_AVD,CY,2005,20.8
TRN_BUS_TOT_AVD,CZ,2005,24.5
TRN_BUS_TOT_AVD,DE,2005,14.2
TRN_BUS_TOT_AVD,DK,2005,20.9
TRN_BUS_TOT_AVD,EE,2005,24.3
